Time,X,Y
1733687767,-1.4440562486567812,-1.2906058324365897
1733687767,-1.4440449671364421,-1.2906327165919522
1733687767,-1.4440359484561864,-1.2906542083674821
1733687767,-1.4440287387908324,-1.290671389229971
1733687767,-1.4440229753112277,-1.290685123803272
1733687767,-1.4440183679479737,-1.290696103325101
1733687767,-1.4440146848049544,-1.2907048804064019
1733687767,-1.4440117404954322,-1.2907118968262898
1733687767,-1.4440093868158073,-1.2907175057563811
1733687767,-1.4440075052888828,-1.2907219895301396
1733687767,-1.4440060012020985,-1.2907255738497185
1733687767,-1.4440047988411837,-1.2907284391441527
1733687767,-1.444003837679594,-1.2907307296499244
1733687767,-1.4440030693321548,-1.2907325606704358
1733687767,-1.4440024551196722,-1.2907340243795502
1733687767,-1.4440019641220023,-1.2907351944611418
1733687767,-1.444001571621632,-1.290736129818061
1733687767,-1.444001257859449,-1.2907368775371433
1733687767,-1.4440010070401073,-1.2907374752594498
1733687767,-1.4440008065368761,-1.2907379530751177
1733687767,-1.444000646256012,-1.29073833503808
1733687767,-1.4440005181286324,-1.2907386403769454
1733687767,-1.444000415704525,-1.290738884462957
1733687767,-1.4440003338274356,-1.2907390795837956
1733687767,-1.4440002683754818,-1.2907392355621816
1733687767,-1.4440002160536614,-1.290739360250335
1733687767,-1.4440001742279776,-1.2907394599252635
1733687767,-1.444000140792831,-1.2907395396047698
1733687767,-1.4440001140650136,-1.2907396033000726
1733687767,-1.4440000926989902,-1.2907396542176943
1733687767,-1.4440000756191422,-1.2907396949209256
1733687767,-1.4440000626720755,-1.2907397257768485
1733687767,-1.444000052188485,-1.2907397507614449
1733687767,-1.4440000436991045,-1.2907397709931945
1733687767,-1.4440000368245953,-1.2907397873762254
1733687767,-1.4440000312577743,-1.2907398006426838
1733687767,-1.4440000267498905,-1.2907398113854374
1733687767,-1.4440000230995116,-1.2907398200845708
1733687767,-1.4440000201435208,-1.2907398271288455
1733687767,-1.4440000177498313,-1.2907398328330641
1733687767,-1.44400001581148,-1.2907398374521486
1733687767,-1.44400001424185,-1.2907398411925295
1733687767,-1.4440000129708042,-1.2907398442213591
1733687767,-1.444000011941541,-1.2907398466740054
1733687767,-1.4440000111080677,-1.290739848660078
1733687767,-1.4448511625055351,-1.2878777448147467
1733687767,-1.4458598573675938,-1.2848096128768116
1733687767,-1.4469038593819163,-1.2817452312532684
1733687767,-1.4479776064156609,-1.2786953283930924
1733687767,-1.4490805788226055,-1.27565982092985
1733687767,-1.4502125418916572,-1.2726382292533704
1733687767,-1.4513733020341546,-1.2696301927193117
1733687767,-1.4525626897026822,-1.266635470612911
1733687767,-1.4537805542040434,-1.2636539209876954
1733687767,-1.455026878989621,-1.2606854729525019
1733687767,-1.456301577847225,-1.257730124988692
1733687767,-1.4576045271584535,-1.2547879334674579
1733687767,-1.4589356046948272,-1.2518589984088664
1733687767,-1.4602946890508486,-1.2489434541340398
1733687767,-1.4616816585350538,-1.2460414622764788
1733687767,-1.4630963903137595,-1.2431532061114454
1733687767,-1.4631797620108282,-1.243035838735027
1733687767,-1.4631796065070413,-1.2430578105799366
1733687767,-1.4631758365215632,-1.2430813243080425
1733687767,-1.4631725935697175,-1.2431004391862168
1733687767,-1.463169954150672,-1.243115720929333
1733687767,-1.4631678084382767,-1.2431279113481555
1733687767,-1.463166063052247,-1.2431376261747227
1733687767,-1.4631646566901046,-1.2431453558970686
1733687767,-1.4631635246782648,-1.2431515105968591
1733687767,-1.463162616750493,-1.2431564319563224
1733687767,-1.4631618884860051,-1.2431603675151492
1733687767,-1.4631613044884217,-1.2431635144840214
1733687767,-1.4631608362917221,-1.2431660306875514
1733687767,-1.4631604610061948,-1.2431680424298366
1733687767,-1.4631601602401443,-1.2431696507675458
1733687767,-1.4631599192256417,-1.2431709365413506
1733687767,-1.4631597261107128,-1.24317196441008
1733687767,-1.463159571387514,-1.2431727860833959
1733687767,-1.4631594474312213,-1.2431734429109285
1733687767,-1.4631593481286647,-1.243173967955251
1733687767,-1.4631592685796684,-1.2431743876509331
1733687767,-1.463159204856977,-1.2431747231321484
1733687767,-1.4631591538134934,-1.243174991294693
1733687767,-1.463159112927528,-1.243175205645523
1733687767,-1.4631590801786902,-1.2431753769821101
1733687767,-1.4631590539483015,-1.2431755139357932
1733687767,-1.4631590329395838,-1.2431756234061904
1733687767,-1.4631590161137014,-1.24317571090851
1733687767,-1.4631590026384276,-1.2431757808513415
1733687767,-1.4631589918471,-1.2431758367586017
1733687767,-1.4631589832056697,-1.243175881447061
1733687767,-1.4631589762863386,-1.2431759171682097
1733687767,-1.4631589707464063,-1.243175945721709
1733687767,-1.46315896681891,-1.2431759675498752
1733687767,-1.4631589635789992,-1.2431759851874138
1733687767,-1.4631589609077578,-1.2431759994401248
1733687767,-1.4631589587069005,-1.243176010958034
1733687767,-1.463158956894836,-1.243176020266298
1733687767,-1.463158955403913,-1.2431760277891621
1733687767,-1.463158954178064,-1.2431760338693922
1733687767,-1.4631589531708655,-1.2431760387839184
1733687767,-1.4631589523439195,-1.243176042756463
1733687767,-1.4631589516654617,-1.243176045967814
1733687767,-1.463158951109277,-1.2431760485639969
1733687767,-1.4631589506536886,-1.2431760506630505
1733687767,-1.4631589502808162,-1.243176052360341
1733687767,-1.4631589499759308,-1.2431760537329033
1733687767,-1.4631589497268795,-1.2431760548430062
1733687767,-1.4631589495236597,-1.2431760557409572
1733687767,-1.463158949358031,-1.2431760564674186
1733687767,-1.463158949223214,-1.2431760570552504
1733687767,-1.4631589491136403,-1.2431760575309976
1733687767,-1.463158949024727,-1.2431760579161253
1733687767,-1.4631589489527157,-1.2431760582279705
1733687767,-1.463158948894512,-1.2431760584805613
1733687767,-1.4631589488475918,-1.2431760586852116
1733687767,-1.4631589488098662,-1.2431760588510985
1733687767,-1.4631589487796344,-1.2431760589856216
1733687767,-1.463158948755502,-1.2431760590947654
1733687767,-1.4631589487363277,-1.2431760591833674
1733687767,-1.4631589487211738,-1.2431760592553474
1733687767,-1.4631589487092767,-1.2431760593138685
1733687767,-1.4631589487000165,-1.2431760593614831
1733687767,-1.4631589486928842,-1.2431760594002617
1733687767,-1.4631589486874623,-1.2431760594318817
1733687767,-1.463158948683414,-1.2431760594576953
1733687767,-1.4631589486804597,-1.2431760594788057
1733687767,-1.4631589486783803,-1.2431760594960926
1733687767,-1.463158948676994,-1.2431760595102732
1733687767,-1.4631589486761547,-1.243176059521928
1733687767,-1.4631589486757446,-1.2431760595315262
1733687767,-1.4631589486756633,-1.2431760595394559
1733687767,-1.4631589486758336,-1.2431760595460262
1733687767,-1.4631589486761951,-1.2431760595514847
1733687767,-1.4631589486766958,-1.2431760595560375
1733687767,-1.4631589486773013,-1.2431760595598418
1733687767,-1.4631589486779761,-1.2431760595630377
1733687767,-1.463158948678698,-1.2431760595657302
1733687767,-1.4631589486794458,-1.2431760595680093
1733687767,-1.4631589486802037,-1.2431760595699497
1733687767,-1.463158948680959,-1.2431760595716097
1733687767,-1.4631589486817056,-1.2431760595730341
1733687767,-1.4631589486824332,-1.243176059574267
1733687767,-1.463158948683139,-1.2431760595753372
1733687767,-1.4631589486838197,-1.2431760595762715
1733687767,-1.463158948684473,-1.2431760595770904
1733687767,-1.4631589486851002,-1.2431760595778074
1733687767,-1.4631589486856937,-1.2431760595784485
1733687767,-1.4631589486862602,-1.2431760595790142
1733687767,-1.4631589486867944,-1.2431760595795238
1733687767,-1.4631589486872976,-1.2431760595799843
1733687767,-1.4631589486877765,-1.243176059580393
1733687767,-1.463158948688223,-1.2431760595807697
1733687767,-1.4631589486886465,-1.243176059581107
1733687767,-1.463158948689043,-1.2431760595814165
1733687767,-1.4631589486894205,-1.2431760595816908
1733687767,-1.463158948689773,-1.2431760595819445
1733687767,-1.4631589486900984,-1.2431760595821857
1733687767,-1.4631589486904086,-1.2431760595823989
1733687767,-1.4631589486906982,-1.2431760595825967
1733687767,-1.4631589486909684,-1.243176059582781
1733687767,-1.463158948691221,-1.2431760595829513
1733687767,-1.4631589486914578,-1.243176059583108
1733687767,-1.4631589486916796,-1.2431760595832533
1733687767,-1.4631589486918848,-1.2431760595833912
1733687767,-1.4631589486920784,-1.2431760595835162
1733687767,-1.4631589486922598,-1.2431760595836316
1733687767,-1.46315894869243,-1.243176059583738
1733687767,-1.4631589486925898,-1.243176059583835
1733687767,-1.4631589486927374,-1.2431760595839279
1733687767,-1.4631589486928738,-1.2431760595840167
1733687767,-1.463158948693,-1.2431760595841015
1733687767,-1.4631589486931194,-1.243176059584178
1733687767,-1.46315894869323,-1.2431760595842511
1733687767,-1.463158948693335,-1.2431760595843162
1733687767,-1.4631589486934329,-1.243176059584377
1733687767,-1.4631589486935255,-1.243176059584432
1733687767,-1.4631589486936112,-1.243176059584484
1733687767,-1.4631589486936905,-1.2431760595845347
1733687767,-1.463158948693766,-1.2431760595845787
1733687767,-1.4631589486938354,-1.2431760595846213
1733687767,-1.4631589486938998,-1.2431760595846622
1733687767,-1.463158948693962,-1.2431760595846968
1733687767,-1.4631589486940195,-1.2431760595847299
1733687767,-1.4631589486940724,-1.2431760595847623
1733687767,-1.4631589486941212,-1.2431760595847932
1733687767,-1.4631589486941665,-1.2431760595848225
1733687767,-1.4631589486942114,-1.2431760595848462
1733687767,-1.4631589486942524,-1.2431760595848689
1733687767,-1.4631589486942906,-1.2431760595848906
1733687767,-1.463158948694326,-1.2431760595849115
1733687767,-1.4631589486943581,-1.2431760595849326
1733687767,-1.463158948694388,-1.2431760595849521
1733687767,-1.4631589486944157,-1.2431760595849706
1733687767,-1.4631589486944414,-1.243176059584988
1733687767,-1.4631589486944654,-1.2431760595850045
1733687767,-1.4631589486944876,-1.24317605958502
1733687767,-1.4631589486945082,-1.2431760595850345
1733687767,-1.4631589486945276,-1.2431760595850483
1733687767,-1.4631589486945455,-1.243176059585061
1733687767,-1.4631589486945622,-1.243176059585073
1733687767,-1.4631589486945777,-1.2431760595850843
1733687767,-1.4631589486945917,-1.243176059585096
1733687767,-1.4631589486946048,-1.2431760595851067
1733687767,-1.4631589486946168,-1.2431760595851171
1733687767,-1.4631589486946304,-1.2431760595851227
1733687767,-1.463158948694643,-1.2431760595851282
1733687767,-1.4631589486946548,-1.2431760595851336
1733687767,-1.4631589486946652,-1.2431760595851387
1733687767,-1.4631589486946752,-1.2431760595851435
1733687767,-1.4631589486946843,-1.2431760595851484
1733687767,-1.4631589486946928,-1.2431760595851529
1733687767,-1.4653516637602393,-1.239207473070142
1733687767,-1.467749570655648,-1.2350122502310728
1733687767,-1.470180642894965,-1.2308275962318251
1733687767,-1.4726368054302859,-1.226664899820447
1733687767,-1.4751177868344012,-1.2225235633878475
1733687767,-1.4776236710613817,-1.2184026220829298
1733687767,-1.480154528715135,-1.2143013058020526
1733687767,-1.482710498939865,-1.2102190181760926
1733687767,-1.4852916735883228,-1.2061553176307545
1733687767,-1.4878980688417458,-1.2021098947367035
1733687767,-1.490529682907309,-1.198082541171329
1733687767,-1.493186499788653,-1.1940731285835011
1733687767,-1.4958684910099962,-1.1900815922689345
1733687767,-1.4985756169167705,-1.186107917897513
1733687767,-1.5013078277515797,-1.1821521307366116
1733687767,-1.5040650645942435,-1.178214286953223
1733687767,-1.5042020934238984,-1.178049930809089
1733687767,-1.5041917818753578,-1.178078925646628
1733687767,-1.5041772144032965,-1.1781103934032742
1733687767,-1.5041652358489659,-1.178135996782281
1733687767,-1.5041556360516284,-1.1781564989569566
1733687767,-1.504147918263491,-1.1781728935775164
1733687767,-1.5041417117837905,-1.1781859971535733
1733687767,-1.5041367363791294,-1.1781964356266645
1733687767,-1.5041327511425737,-1.1782047643222053
1733687767,-1.5041295608874832,-1.1782114226772946
1733687767,-1.5041270070938608,-1.1782167457277117
1733687767,-1.504124962965453,-1.1782210009968652
1733687767,-1.504123326910223,-1.1782244024905606
1733687767,-1.5041220175418326,-1.1782271213878504
1733687767,-1.504120969676731,-1.178229294589431
1733687767,-1.5041201311189998,-1.178231031566964
1733687767,-1.5041194600793784,-1.178232419849032
1733687767,-1.5041189231047516,-1.1782335294132604
1733687767,-1.5041184934179679,-1.1782344162015617
1733687767,-1.5041181495873204,-1.178235124932687
1733687767,-1.5041178744605601,-1.1782356913521017
1733687767,-1.5041176543110306,-1.178236144031491
1733687767,-1.5041174781539768,-1.1782365058076925
1733687767,-1.5041173371990937,-1.1782367949333221
1733687767,-1.5041172244122918,-1.1782370259966835
1733687767,-1.5041171341649298,-1.1782372106571686
1733687767,-1.504117061953044,-1.1782373582331667
1733687767,-1.5041170041726541,-1.1782374761720005
1733687767,-1.5041169579399467,-1.178237570425553
1733687767,-1.5041169209473724,-1.178237645750513
1733687767,-1.5041168913484828,-1.1782377059483657
1733687767,-1.5041168676658265,-1.1782377540571443
1733687767,-1.5041168487171648,-1.1782377925047915
1733687767,-1.50411683454697,-1.178237821822129
1733687767,-1.504116823022056,-1.1782378455193077
1733687767,-1.5041168136488132,-1.17823786467536
1733687767,-1.5041168060263617,-1.1782378801609923
1733687767,-1.5041167998283795,-1.178237892679901
1733687767,-1.504116794789257,-1.1782379028008183
1733687767,-1.5041167906928277,-1.1782379109833998
1733687767,-1.504116787363173,-1.1782379175991573
1733687767,-1.504116784657144,-1.1782379229483642
1733687767,-1.5041167824583008,-1.1782379272736763
1733687767,-1.5041167806718376,-1.1782379307713224
1733687767,-1.5041167792206718,-1.1782379335998576
1733687767,-1.5041167780421036,-1.1782379358874393
1733687767,-1.5041167770851205,-1.1782379377376806
1733687767,-1.5041167763082475,-1.1782379392343187
1733687767,-1.5041167756777487,-1.178237940445054
1733687767,-1.5041167751661921,-1.1782379414246134
1733687767,-1.504116774751271,-1.1782379422172415
1733687767,-1.5041167744148567,-1.1782379428586989
1733687767,-1.5041167741422015,-1.1782379433779087
1733687767,-1.5041167739213295,-1.1782379437982409
1733687767,-1.5041167737424956,-1.178237944138604
1733687767,-1.5041167735977898,-1.1782379444142739
1733687767,-1.5041167734807765,-1.1782379446376137
1733687767,-1.5041167733862284,-1.178237944818618
1733687767,-1.5041167733099068,-1.178237944965358
1733687767,-1.5041167732483647,-1.1782379450843674
1733687767,-1.5041167731987957,-1.1782379451809384
1733687767,-1.5041167731589253,-1.1782379452593457
1733687767,-1.5041167731269138,-1.1782379453230385
1733687767,-1.5041167731012588,-1.1782379453748184
1733687767,-1.5041167730807488,-1.1782379454169423
1733687767,-1.5041167730643925,-1.1782379454512464
1733687767,-1.5041167730513925,-1.1782379454792091
1733687767,-1.504116773041095,-1.1782379455020349
1733687767,-1.5041167730329807,-1.1782379455206862
1733687767,-1.5041167730266214,-1.178237945535951
1733687767,-1.5041167730216736,-1.1782379455484635
1733687767,-1.5041167730178577,-1.1782379455587386
1733687767,-1.5041167730149445,-1.178237945567199
1733687767,-1.504116773012753,-1.1782379455741796
1733687768,-1.504116773011135,-1.178237945579956
1733687768,-1.5041167730099787,-1.1782379455847414
1733687768,-1.5041167730091813,-1.1782379455887244
1733687768,-1.504116773008662,-1.1782379455920564
1733687768,-1.5041167730083655,-1.178237945594847
1733687768,-1.5041167730082416,-1.1782379455971939
1733687768,-1.504116773008251,-1.178237945599174
1733687768,-1.5041167730083556,-1.1782379456008603
1733687768,-1.5041167730085352,-1.178237945602297
1733687768,-1.5041167730087703,-1.1782379456035266
1733687768,-1.5041167730090446,-1.1782379456045835
1733687768,-1.5041167730093399,-1.1782379456055032
1733687768,-1.504116773009655,-1.1782379456062986
1733687768,-1.5041167730099754,-1.1782379456069971
1733687768,-1.5041167730102976,-1.178237945607611
1733687768,-1.504116773010617,-1.1782379456081533
1733687768,-1.5041167730109317,-1.1782379456086336
1733687768,-1.504116773011238,-1.1782379456090608
1733687768,-1.5041167730115315,-1.1782379456094467
1733687768,-1.504116773011814,-1.178237945609794
1733687768,-1.5041167730120861,-1.1782379456101046
1733687768,-1.5041167730123466,-1.1782379456103842
1733687768,-1.5041167730125915,-1.178237945610642
1733687768,-1.5041167730128222,-1.1782379456108787
1733687768,-1.504116773013047,-1.1782379456110865
1733687768,-1.5041167730132579,-1.1782379456112784
1733687768,-1.5041167730134561,-1.1782379456114551
1733687768,-1.504116773013643,-1.1782379456116174
1733687768,-1.5041167730138167,-1.1782379456117695
1733687768,-1.5041167730139775,-1.178237945611913
1733687768,-1.504116773014127,-1.178237945612047
1733687768,-1.5041167730142695,-1.1782379456121688
1733687768,-1.5041167730144007,-1.178237945612284
1733687768,-1.5041167730145257,-1.1782379456123888
1733687768,-1.5041167730146439,-1.1782379456124845
1733687768,-1.5041167730147533,-1.1782379456125747
1733687768,-1.504116773014857,-1.1782379456126566
1733687768,-1.5041167730149525,-1.178237945612735
1733687768,-1.5041167730150435,-1.1782379456128054
1733687768,-1.5041167730151275,-1.1782379456128727
1733687768,-1.504116773015205,-1.1782379456129364
1733687768,-1.50411677301528,-1.1782379456129928
1733687768,-1.50411677301535,-1.178237945613045
1733687768,-1.504116773015414,-1.1782379456130954
1733687768,-1.5041167730154759,-1.1782379456131395
1733687768,-1.5041167730155334,-1.1782379456131817
1733687768,-1.5041167730155867,-1.1782379456132213
1733687768,-1.5041167730156357,-1.178237945613259
1733687768,-1.5041167730156833,-1.1782379456132919
1733687768,-1.5041167730157277,-1.1782379456133223
1733687768,-1.5041167730157687,-1.1782379456133512
1733687768,-1.5041167730158067,-1.1782379456133787
1733687768,-1.504116773015842,-1.1782379456134044
1733687768,-1.5041167730158747,-1.1782379456134295
1733687768,-1.5041167730159075,-1.1782379456134495
1733687768,-1.504116773015937,-1.1782379456134695
1733687768,-1.5041167730159644,-1.1782379456134884
1733687768,-1.5041167730159897,-1.1782379456135066
1733687768,-1.5041167730160132,-1.1782379456135237
1733687768,-1.5041167730160347,-1.1782379456135401
1733687768,-1.5041167730160545,-1.1782379456135557
1733687768,-1.5041167730160732,-1.17823794561357
1733687768,-1.50411677301609,-1.1782379456135839
1733687768,-1.504116773016106,-1.1782379456135972
1733687768,-1.5041167730161236,-1.1782379456136056
1733687768,-1.5041167730161378,-1.178237945613617
1733687768,-1.5041167730161507,-1.1782379456136274
1733687768,-1.5041167730161629,-1.1782379456136371
1733687768,-1.5041167730161733,-1.1782379456136474
1733687768,-1.5041167730161844,-1.1782379456136551
1733687768,-1.5041167730161926,-1.1782379456136653
1733687768,-1.5041167730162026,-1.178237945613672
1733687768,-1.5041167730162115,-1.1782379456136785
1733687768,-1.50411677301622,-1.1782379456136844
1733687768,-1.5041167730162275,-1.1782379456136902
1733687768,-1.5041167730162346,-1.1782379456136955
1733687768,-1.5041167730162412,-1.1782379456137007
1733687768,-1.5041167730162475,-1.1782379456137055
1733687768,-1.504116773016253,-1.1782379456137104
1733687768,-1.5041167730162583,-1.1782379456137144
1733687768,-1.5041167730162632,-1.1782379456137186
1733687768,-1.504116773016268,-1.1782379456137224
1733687768,-1.5041167730162721,-1.178237945613726
1733687768,-1.5041167730162759,-1.1782379456137293
1733687768,-1.5041167730162797,-1.1782379456137324
1733687768,-1.5041167730162803,-1.1782379456137388
1733687768,-1.504116773016281,-1.1782379456137444
1733687768,-1.5041167730162823,-1.1782379456137497
1733687768,-1.5041167730162832,-1.1782379456137544
1733687768,-1.5041167730162843,-1.1782379456137586
1733687768,-1.5041167730162857,-1.1782379456137624
1733687768,-1.5041167730162868,-1.1782379456137657
1733687768,-1.5070492014099481,-1.1747801823841437
1733687768,-1.5101207584798613,-1.1710497238103228
1733687768,-1.5131706480457243,-1.1672920303548
1733687768,-1.5161910995777559,-1.163518677041663
1733687768,-1.5191827696793407,-1.1597297033760525
1733687768,-1.5221465316241214,-1.1559246873319062
1733687768,-1.5250831253145167,-1.1521031239926165
1733687768,-1.5279930921068383,-1.1482646995820864
1733687768,-1.5308768202544232,-1.144409220317442
1733687768,-1.5337345844210746,-1.1405365594897376
1733687768,-1.5365665691516601,-1.1366466437234808
1733687768,-1.5393728876640227,-1.1327394432429814
1733687768,-1.5421535973623506,-1.1288149640215477
1733687768,-1.544908712530252,-1.1248732413661757
1733687768,-1.5476382145925716,-1.1209143346561157
1733687768,-1.5503420603085731,-1.1169383230212615
1733687768,-1.5504463910603512,-1.1167512353928226
1733687768,-1.5504232487733893,-1.1167710540775277
1733687768,-1.5503992707465373,-1.1167958704462828
1733687768,-1.5503797827435815,-1.1168161739481801
1733687768,-1.5503641595752504,-1.1168324250814394
1733687768,-1.5503516480074606,-1.1168454118580804
1733687768,-1.55034166009533,-1.1168558249492735
1733687768,-1.550333673881811,-1.1168641844268454
1733687768,-1.550327289548787,-1.1168708750645184
1733687768,-1.5503221866448673,-1.1168762284963119
1733687768,-1.550318108307362,-1.1168805114967517
1733687768,-1.5503148490313798,-1.1168839378172857
1733687768,-1.5503122444601964,-1.1168866786305744
1733687768,-1.5503101631718095,-1.1168888709731921
1733687768,-1.550308500095206,-1.1168906245293653
1733687768,-1.5503071712371,-1.116892027075233
1733687768,-1.5503061094603157,-1.1168931488449836
1733687768,-1.5503052611053931,-1.1168940460303478
1733687768,-1.5503045832878135,-1.1168947635842117
1733687768,-1.5503040417362366,-1.1168953374659514
1733687768,-1.550303609063824,-1.1168957964390982
1733687768,-1.5503032633860805,-1.1168961635102939
1733687768,-1.5503029872159424,-1.1168964570808262
1733687768,-1.55030276658053,-1.116896691868117
1733687768,-1.5503025903151846,-1.1168968796429868
1733687768,-1.5503024494992879,-1.1168970298193979
1733687768,-1.5503023370053115,-1.116897149926331
1733687768,-1.550302247138518,-1.1168972459851068
1733687768,-1.5503021753489918,-1.1168973228112806
1733687768,-1.55030211800153,-1.1168973842560985
1733687768,-1.5503020721917982,-1.1168974333995652
1733687768,-1.5503020355994075,-1.1168974727049017
1733687768,-1.5503020063705337,-1.116897504142046
1733687768,-1.5503019839913228,-1.1168975278588171
1733687768,-1.5503019659335735,-1.1168975470992255
1733687768,-1.5503019513621026,-1.11689756270913
1733687768,-1.5503019396039188,-1.1168975753734949
1733687768,-1.5503019301159882,-1.1168975856480812
1733687768,-1.5503019224600998,-1.1168975939838524
1733687768,-1.550301916282658,-1.1168976007466744
1733687768,-1.550301911298316,-1.1168976062334002
1733687768,-1.5503019072768023,-1.1168976106848796
1733687768,-1.5503019040323125,-1.1168976142964755
1733687768,-1.5503019014148594,-1.1168976172267517
1733687768,-1.5503018993034248,-1.116897619604308
1733687768,-1.5503018976003338,-1.116897621533486
1733687768,-1.550301896226772,-1.116897623098912
1733687768,-1.5503018951191265,-1.116897624369245
1733687768,-1.5503018942260534,-1.1168976254001919
1733687768,-1.5503018935061237,-1.1168976262369286
1733687768,-1.5503018929258963,-1.1168976269161082
1733687768,-1.5503018924583787,-1.1168976274674716
1733687768,-1.5503018920817955,-1.1168976279151277
1733687768,-1.5503018917785691,-1.11689762827864
1733687768,-1.5503018915345101,-1.1168976285738836
1733687768,-1.5503018913381674,-1.116897628813737
1733687768,-1.5503018911803028,-1.1168976290086412
1733687768,-1.5503018910534645,-1.116897629167061
1733687768,-1.5503018909516344,-1.116897629295871
1733687768,-1.5503018908699553,-1.1168976294006512
1733687768,-1.5503018908045163,-1.1168976294859145
1733687768,-1.550301890752154,-1.1168976295553354
1733687768,-1.5503018907103145,-1.1168976296118978
1733687768,-1.5503018906769475,-1.1168976296580084
1733687768,-1.550301890650389,-1.116897629695635
1733687768,-1.5503018906293091,-1.1168976297263573
1733687768,-1.5503018906126285,-1.1168976297514674
1733687768,-1.5503018905994739,-1.1168976297720206
1733687768,-1.5503018905891481,-1.116897629788862
1733687768,-1.5503018905810872,-1.1168976298026814
1733687768,-1.5503018905748327,-1.1168976298140474
1733687768,-1.550301890570026,-1.1168976298234032
1733687768,-1.550301890566369,-1.1168976298311253
1733687768,-1.550301890563627,-1.116897629837512
1733687768,-1.5503018905616075,-1.116897629842811
1733687768,-1.5503018905601604,-1.1168976298472169
1733687768,-1.5503018905591612,-1.116897629850896
1733687768,-1.5503018905585164,-1.1168976298539715
1733687768,-1.5503018905581474,-1.1168976298565512
1733687768,-1.5503018905579862,-1.116897629858731
1733687768,-1.550301890557988,-1.1168976298605744
1733687768,-1.550301890558113,-1.1168976298621387
